timestamp,vibration,bearing_temperature,outlet_pressure
2025-01-01T18:50:00Z,2.2708,56.5921,5.7822
2025-01-01T18:55:00Z,2.2352,56.4046,5.7497
2025-01-01T19:00:00Z,2.1664,56.8035,5.7243
2025-01-01T19:05:00Z,2.3100,56.6265,5.7474
2025-01-01T19:10:00Z,2.1767,56.2796,5.7510
2025-01-01T19:15:00Z,2.1661,56.1693,5.7629
2025-01-01T19:20:00Z,2.2363,56.6989,5.7716
2025-01-01T19:25:00Z,2.2246,56.1022,5.6979
2025-01-01T19:30:00Z,2.2500,56.0791,5.6925
2025-01-01T19:35:00Z,2.2586,56.2468,5.7109
2025-01-01T19:40:00Z,2.2388,56.2910,5.7374
2025-01-01T19:45:00Z,2.2139,56.0913,5.6823
2025-01-01T19:50:00Z,2.2363,55.9060,5.6794
2025-01-01T19:55:00Z,2.3301,55.9970,5.7175
2025-01-01T20:00:00Z,2.3423,56.2308,5.6457
2025-01-01T20:05:00Z,2.1978,56.4038,5.6986
2025-01-01T20:10:00Z,2.3048,56.1664,5.6864
2025-01-01T20:15:00Z,2.2745,56.3670,5.7176
2025-01-01T20:20:00Z,2.2104,56.3831,5.6559
2025-01-01T20:25:00Z,2.3275,56.2190,5.6756
2025-01-01T20:30:00Z,2.1022,56.0817,5.7096
2025-01-01T20:35:00Z,2.2006,55.8234,5.7025
2025-01-01T20:40:00Z,2.1328,55.7753,5.7109
2025-01-01T20:45:00Z,2.1670,56.1378,5.6117
2025-01-01T20:50:00Z,2.1286,55.5320,5.6957
2025-01-01T20:55:00Z,2.2054,56.1662,5.6703
2025-01-01T21:00:00Z,2.1361,56.2395,5.6919
2025-01-01T21:05:00Z,2.1968,56.0810,5.6638
2025-01-01T21:10:00Z,2.0782,55.9623,5.6965
2025-01-01T21:15:00Z,2.1780,56.0888,5.7242
2025-01-01T21:20:00Z,2.1086,55.9711,5.6577
2025-01-01T21:25:00Z,2.0501,55.9694,5.6495
2025-01-01T21:30:00Z,2.1205,56.0911,5.6935
2025-01-01T21:35:00Z,2.0656,56.3158,5.6618
2025-01-01T21:40:00Z,2.0046,56.2036,5.6838
2025-01-01T21:45:00Z,2.0728,55.9928,5.6810
2025-01-01T21:50:00Z,2.0314,55.7789,5.6342
2025-01-01T21:55:00Z,2.0029,55.8077,5.6988
2025-01-01T22:00:00Z,2.0522,56.1094,5.6899
2025-01-01T22:05:00Z,2.1145,56.0195,5.6796
2025-01-01T22:10:00Z,1.9409,56.2572,5.7246
2025-01-01T22:15:00Z,2.1272,55.8421,5.6966
2025-01-01T22:20:00Z,1.9601,56.1650,5.6904
2025-01-01T22:25:00Z,2.0450,55.9185,5.6775
2025-01-01T22:30:00Z,2.0899,56.1144,5.7042
2025-01-01T22:35:00Z,1.9536,56.3979,5.7493
2025-01-01T22:40:00Z,2.0526,56.0290,5.7183
2025-01-01T22:45:00Z,2.0154,56.3229,5.7589
2025-01-01T22:50:00Z,2.0171,55.8553,5.7455
2025-01-01T22:55:00Z,2.0928,55.9600,5.7316
2025-01-01T23:00:00Z,2.0500,56.2561,5.7786
2025-01-01T23:05:00Z,2.0722,56.2975,5.7265
2025-01-01T23:10:00Z,2.1575,56.4103,5.7285
2025-01-01T23:15:00Z,2.0293,56.1517,5.8005
2025-01-01T23:20:00Z,2.1356,56.0610,5.7777
2025-01-01T23:25:00Z,2.0976,55.9170,5.7790
2025-01-01T23:30:00Z,2.0416,56.1822,5.8167
2025-01-01T23:35:00Z,2.0883,56.2545,5.7418
2025-01-01T23:40:00Z,2.0340,56.0789,5.7539
2025-01-01T23:45:00Z,2.0840,56.0086,5.7964
2025-01-01T23:50:00Z,1.9924,56.3749,5.7772
2025-01-01T23:55:00Z,2.1560,56.1816,5.8107
