timestamp,vibration,bearing_temperature,current
2025-01-01T03:00:00Z,1.9687,61.0156,21.4313
2025-01-01T03:05:00Z,2.0316,61.2342,21.6847
2025-01-01T03:10:00Z,1.9449,61.2586,21.5167
2025-01-01T03:15:00Z,1.9059,61.4162,21.4429
2025-01-01T03:20:00Z,1.9050,61.6417,21.5770
2025-01-01T03:25:00Z,1.8966,61.3249,21.3297
2025-01-01T03:30:00Z,1.9688,61.5352,21.4420
2025-01-01T03:35:00Z,1.8336,61.2460,21.2294
2025-01-01T03:40:00Z,1.9133,61.7871,21.0397
2025-01-01T03:45:00Z,1.8832,61.4476,20.9734
2025-01-01T03:50:00Z,1.8784,61.7411,21.1295
2025-01-01T03:55:00Z,1.8640,62.0717,20.9054
2025-01-01T04:00:00Z,2.0064,62.3594,21.0962
2025-01-01T04:05:00Z,1.9732,62.0169,20.7462
2025-01-01T04:10:00Z,1.9094,61.4428,20.7769
2025-01-01T04:15:00Z,1.9579,61.8951,20.8783
2025-01-01T04:20:00Z,1.9704,61.9921,20.9186
2025-01-01T04:25:00Z,1.9794,61.5914,20.8113
2025-01-01T04:30:00Z,1.9420,61.7900,20.8141
2025-01-01T04:35:00Z,1.8879,61.8935,20.8357
2025-01-01T04:40:00Z,2.0044,62.0565,20.2692
2025-01-01T04:45:00Z,1.9891,61.6643,20.5788
2025-01-01T04:50:00Z,2.0154,61.8880,20.5835
2025-01-01T04:55:00Z,2.0606,62.1027,20.1995
2025-01-01T05:00:00Z,2.0237,62.4669,20.5401
2025-01-01T05:05:00Z,1.9907,62.3996,20.1749
2025-01-01T05:10:00Z,2.1059,62.6729,20.4373
2025-01-01T05:15:00Z,2.0981,62.2916,20.2147
2025-01-01T05:20:00Z,2.0599,62.2078,20.4831
2025-01-01T05:25:00Z,2.0464,62.6654,20.2278
2025-01-01T05:30:00Z,2.0984,62.5200,19.9264
2025-01-01T05:35:00Z,2.0671,62.2010,20.2419
2025-01-01T05:40:00Z,2.1183,62.5704,20.2475
2025-01-01T05:45:00Z,2.0531,62.5539,20.0090
2025-01-01T05:50:00Z,2.0984,62.5429,20.2968
2025-01-01T05:55:00Z,2.1408,62.6698,20.2992
2025-01-01T06:00:00Z,1.9510,62.1539,20.0677
2025-01-01T06:05:00Z,2.1124,62.9178,20.1094
2025-01-01T06:10:00Z,2.1151,62.8085,20.1779
2025-01-01T06:15:00Z,2.0990,62.0018,20.3375
2025-01-01T06:20:00Z,2.0273,62.8761,20.3131
2025-01-01T06:25:00Z,2.0364,62.7644,20.2632
2025-01-01T06:30:00Z,2.1612,62.8636,20.0386
2025-01-01T06:35:00Z,2.1273,62.4993,20.2401
2025-01-01T06:40:00Z,2.1605,62.7814,20.1588
2025-01-01T06:45:00Z,2.1227,63.1081,20.1825
2025-01-01T06:50:00Z,2.0659,63.2958,20.2806
2025-01-01T06:55:00Z,2.0805,62.8162,20.1908
2025-01-01T07:00:00Z,2.0550,62.9281,20.7063
2025-01-01T07:05:00Z,1.9869,62.3688,20.2486
2025-01-01T07:10:00Z,1.9697,62.8601,20.3002
2025-01-01T07:15:00Z,1.9016,62.8274,20.4487
2025-01-01T07:20:00Z,1.9688,62.8847,20.3094
2025-01-01T07:25:00Z,2.0208,62.8872,20.4432
2025-01-01T07:30:00Z,1.9297,62.9007,20.6688
2025-01-01T07:35:00Z,1.9668,62.8175,20.7547
2025-01-01T07:40:00Z,1.9978,62.6392,20.6910
2025-01-01T07:45:00Z,1.9289,62.7211,21.0955
2025-01-01T07:50:00Z,1.9647,62.8665,20.8488
2025-01-01T07:55:00Z,1.8870,62.7992,21.0560
2025-01-01T08:00:00Z,1.8827,62.9997,20.8906
2025-01-01T08:05:00Z,1.9328,62.5583,21.1643
2025-01-01T08:10:00Z,1.9050,63.0233,21.2840
2025-01-01T08:15:00Z,1.9614,62.9475,21.2849
2025-01-01T08:20:00Z,1.8869,62.9902,21.1738
2025-01-01T08:25:00Z,1.8878,63.0676,21.3005
2025-01-01T08:30:00Z,1.9689,62.9882,21.2800
2025-01-01T08:35:00Z,1.8877,62.6810,21.3388
2025-01-01T08:40:00Z,1.8820,62.7624,21.6002
2025-01-01T08:45:00Z,1.9436,62.6556,21.4512
2025-01-01T08:50:00Z,1.9639,62.9506,21.3237
2025-01-01T08:55:00Z,1.8865,62.6176,21.4123
2025-01-01T09:00:00Z,1.9380,62.6768,21.2995
2025-01-01T09:05:00Z,1.9961,62.8050,21.7658
2025-01-01T09:10:00Z,1.9173,62.6419,21.6979
2025-01-01T09:15:00Z,1.9328,63.1275,21.7688
2025-01-01T09:20:00Z,1.9998,62.6558,21.5587
2025-01-01T09:25:00Z,1.9903,62.5683,21.8150
2025-01-01T09:30:00Z,2.0772,62.5347,21.7335
2025-01-01T09:35:00Z,1.9868,62.4827,22.0460
2025-01-01T09:40:00Z,1.9908,62.7458,21.8268
2025-01-01T09:45:00Z,1.9777,62.9184,21.6281
2025-01-01T09:50:00Z,2.0995,62.6415,21.5221
2025-01-01T09:55:00Z,1.9841,62.4402,21.7849
2025-01-01T10:00:00Z,2.1136,62.8672,21.8085
2025-01-01T10:05:00Z,2.1183,62.8398,21.7175
2025-01-01T10:10:00Z,2.0054,62.8429,21.9249
2025-01-01T10:15:00Z,1.9748,62.6099,21.9238
2025-01-01T10:20:00Z,2.1266,62.6241,21.8492
2025-01-01T10:25:00Z,2.1032,62.9603,21.8842
2025-01-01T10:30:00Z,2.1063,62.0862,21.8374
2025-01-01T10:35:00Z,2.1051,62.3919,21.8782
2025-01-01T10:40:00Z,1.9573,62.1461,21.6044
2025-01-01T10:45:00Z,2.0847,62.6853,21.6357
2025-01-01T10:50:00Z,2.0321,62.6336,21.5326
2025-01-01T10:55:00Z,2.0446,62.1144,21.5656
2025-01-01T11:00:00Z,2.1678,62.0888,21.6378
2025-01-01T11:05:00Z,2.1429,62.3135,21.6930
2025-01-01T11:10:00Z,2.1547,62.3906,21.6643
2025-01-01T11:15:00Z,2.0992,62.3961,21.4300
2025-01-01T11:20:00Z,1.9974,62.6105,21.4479
2025-01-01T11:25:00Z,2.0630,62.4293,21.3296
2025-01-01T11:30:00Z,2.0307,62.2206,21.3485
2025-01-01T11:35:00Z,2.0463,61.9379,21.6113
2025-01-01T11:40:00Z,2.0447,62.2152,21.0650
2025-01-01T11:45:00Z,1.9256,62.0468,21.1983
2025-01-01T11:50:00Z,1.9829,62.3984,20.8774
2025-01-01T11:55:00Z,2.0916,62.0475,21.1891
2025-01-01T12:00:00Z,2.0553,62.2784,20.9586
2025-01-01T12:05:00Z,2.0692,61.7274,20.9598
2025-01-01T12:10:00Z,1.9467,61.6665,20.7469
2025-01-01T12:15:00Z,1.9501,62.0319,20.7663
2025-01-01T12:20:00Z,1.9084,61.9353,20.7410
2025-01-01T12:25:00Z,2.0167,61.8326,20.8865
2025-01-01T12:30:00Z,1.9847,61.8788,20.6339
2025-01-01T12:35:00Z,1.9367,61.9086,20.8066
2025-01-01T12:40:00Z,1.9568,61.6655,20.6571
2025-01-01T12:45:00Z,1.8558,61.2860,20.6393
2025-01-01T12:50:00Z,1.9643,61.8506,20.5539
2025-01-01T12:55:00Z,2.0029,61.2836,20.5143
2025-01-01T13:00:00Z,1.8954,61.4015,20.2679
2025-01-01T13:05:00Z,1.9213,61.6603,20.5736
2025-01-01T13:10:00Z,1.8803,61.3911,20.4534
2025-01-01T13:15:00Z,1.9164,61.9716,20.3109
2025-01-01T13:20:00Z,1.9226,61.7005,20.2960
2025-01-01T13:25:00Z,1.9166,61.6371,20.3188
2025-01-01T13:30:00Z,1.9351,61.4825,20.4201
2025-01-01T13:35:00Z,1.8869,61.4844,20.1979
2025-01-01T13:40:00Z,1.9471,61.2757,20.2484
2025-01-01T13:45:00Z,2.0099,61.0818,20.3482
2025-01-01T13:50:00Z,1.8955,61.2295,19.9562
2025-01-01T13:55:00Z,1.9066,61.2910,20.0136
2025-01-01T14:00:00Z,1.9272,61.4525,20.2176
2025-01-01T14:05:00Z,1.9938,61.0818,20.3101
2025-01-01T14:10:00Z,1.8805,60.6627,20.1663
2025-01-01T14:15:00Z,1.9942,61.2190,20.0765
2025-01-01T14:20:00Z,1.9125,60.7259,20.4008
2025-01-01T14:25:00Z,2.0416,60.8249,20.3935
2025-01-01T14:30:00Z,1.9932,60.8206,20.4823
2025-01-01T14:35:00Z,1.9917,60.5123,20.3966
2025-01-01T14:40:00Z,2.0729,61.1636,20.4973
2025-01-01T14:45:00Z,1.9940,60.8797,20.3199
2025-01-01T14:50:00Z,2.1121,60.4468,20.2275
2025-01-01T14:55:00Z,1.9899,60.6538,20.4803
2025-01-01T15:00:00Z,1.9949,60.4277,20.5504
2025-01-01T15:05:00Z,2.0464,60.9113,20.4179
2025-01-01T15:10:00Z,2.1021,60.4608,20.5584
2025-01-01T15:15:00Z,2.0941,60.8802,20.6031
2025-01-01T15:20:00Z,2.0668,60.8208,20.7284
2025-01-01T15:25:00Z,2.1056,60.6670,20.6087
2025-01-01T15:30:00Z,2.1379,60.3357,20.6413
2025-01-01T15:35:00Z,2.1726,59.9159,20.7796
2025-01-01T15:40:00Z,2.1330,60.3738,20.7229
2025-01-01T15:45:00Z,2.1116,60.0927,20.6368
2025-01-01T15:50:00Z,2.0644,60.0817,21.1347
2025-01-01T15:55:00Z,2.0188,60.4377,20.9767
2025-01-01T16:00:00Z,3.9804,69.1885,21.1341
2025-01-01T16:05:00Z,3.9685,69.7270,21.0624
2025-01-01T16:10:00Z,3.9539,69.2750,21.3458
2025-01-01T16:15:00Z,3.9887,69.7852,21.1704
2025-01-01T16:20:00Z,3.9668,69.7093,21.1920
2025-01-01T16:25:00Z,3.9922,70.3447,21.1716
2025-01-01T16:30:00Z,4.0651,70.1166,21.4441
2025-01-01T16:35:00Z,4.0884,70.2182,21.3298
2025-01-01T16:40:00Z,4.0748,70.4063,21.4666
2025-01-01T16:45:00Z,4.1225,70.4720,21.5080
2025-01-01T16:50:00Z,4.1708,70.9414,21.4625
2025-01-01T16:55:00Z,4.1615,71.2385,21.5293
2025-01-01T17:00:00Z,4.2091,71.4946,21.4111
2025-01-01T17:05:00Z,4.1708,71.3532,21.4488
2025-01-01T17:10:00Z,4.1524,71.9825,21.3788
2025-01-01T17:15:00Z,4.3021,71.7704,21.6619
2025-01-01T17:20:00Z,4.2912,72.3129,21.9520
2025-01-01T17:25:00Z,4.2938,71.7911,21.5010
2025-01-01T17:30:00Z,4.2587,72.0239,21.7099
2025-01-01T17:35:00Z,4.3469,72.6073,21.7869
2025-01-01T17:40:00Z,4.3604,72.5152,21.6989
2025-01-01T17:45:00Z,4.2651,72.3385,21.8855
2025-01-01T17:50:00Z,4.4794,72.9388,21.7642
2025-01-01T17:55:00Z,4.4499,73.1407,21.6797
2025-01-01T18:00:00Z,4.4593,73.2234,21.8559
2025-01-01T18:05:00Z,4.5388,73.5749,21.8790
2025-01-01T18:10:00Z,4.5367,74.0486,21.8686
2025-01-01T18:15:00Z,4.7166,73.9433,21.8841
2025-01-01T18:20:00Z,4.6480,74.4330,21.8837
2025-01-01T18:25:00Z,4.7649,74.3378,21.7435
2025-01-01T18:30:00Z,4.7777,74.2278,21.8416
2025-01-01T18:35:00Z,4.7738,74.4602,21.8826
2025-01-01T18:40:00Z,4.7513,74.1867,21.5332
2025-01-01T18:45:00Z,4.8744,74.7983,21.6864
2025-01-01T18:50:00Z,4.8954,75.1980,21.6616
2025-01-01T18:55:00Z,4.8944,75.1529,21.5227
2025-01-01T19:00:00Z,1.8523,59.2619,21.9376
2025-01-01T19:05:00Z,2.0608,59.2676,21.5670
2025-01-01T19:10:00Z,1.9792,59.3182,21.5439
2025-01-01T19:15:00Z,2.0231,59.1245,21.4531
2025-01-01T19:20:00Z,2.0627,59.4492,21.4062
2025-01-01T19:25:00Z,2.0089,59.1245,21.5744
2025-01-01T19:30:00Z,2.0872,59.2269,21.4131
2025-01-01T19:35:00Z,2.0456,59.0812,21.2665
2025-01-01T19:40:00Z,2.1113,59.4125,21.5515
2025-01-01T19:45:00Z,2.0371,58.7719,21.2266
2025-01-01T19:50:00Z,2.0651,59.1830,21.0752
2025-01-01T19:55:00Z,2.1417,59.2193,21.2705
2025-01-01T20:00:00Z,2.1145,59.0898,20.9922
2025-01-01T20:05:00Z,2.1466,58.8827,21.0169
2025-01-01T20:10:00Z,2.0231,59.3184,20.9236
2025-01-01T20:15:00Z,2.0500,58.8568,20.7268
2025-01-01T20:20:00Z,2.0888,59.2325,20.8322
2025-01-01T20:25:00Z,2.0584,59.0107,20.8028
2025-01-01T20:30:00Z,2.1391,59.5109,20.7660
2025-01-01T20:35:00Z,2.1553,59.1808,20.6485
2025-01-01T20:40:00Z,2.1075,58.7883,20.8324
2025-01-01T20:45:00Z,2.1535,59.3475,20.7739
2025-01-01T20:50:00Z,2.1004,59.0322,20.6174
2025-01-01T20:55:00Z,2.0953,59.3693,20.3156
2025-01-01T21:00:00Z,2.1018,59.6433,20.7576
2025-01-01T21:05:00Z,2.0599,59.5530,20.2397
2025-01-01T21:10:00Z,2.1648,59.2074,20.4853
2025-01-01T21:15:00Z,1.9124,59.3818,20.1576
2025-01-01T21:20:00Z,2.0638,59.2242,20.3731
2025-01-01T21:25:00Z,2.0340,59.3151,20.3383
2025-01-01T21:30:00Z,2.0352,59.3108,20.1486
2025-01-01T21:35:00Z,2.0604,59.3008,20.2920
2025-01-01T21:40:00Z,2.0222,59.5365,20.3342
2025-01-01T21:45:00Z,1.9607,59.1046,20.3660
2025-01-01T21:50:00Z,1.9185,59.4943,20.2807
2025-01-01T21:55:00Z,2.0190,59.4595,20.0609
2025-01-01T22:00:00Z,1.9397,59.6353,20.0412
2025-01-01T22:05:00Z,1.9640,59.5825,20.2471
2025-01-01T22:10:00Z,1.9147,59.5193,20.1365
2025-01-01T22:15:00Z,1.9015,59.4999,20.2993
2025-01-01T22:20:00Z,1.9391,59.1918,20.2418
2025-01-01T22:25:00Z,1.9102,59.6240,20.0456
2025-01-01T22:30:00Z,1.9004,59.4286,20.2146
2025-01-01T22:35:00Z,1.9090,59.5758,20.3116
2025-01-01T22:40:00Z,1.8945,59.2199,20.1293
2025-01-01T22:45:00Z,1.8922,59.7983,20.2688
2025-01-01T22:50:00Z,1.9986,59.1771,20.3174
2025-01-01T22:55:00Z,1.8755,59.8086,20.2447
2025-01-01T23:00:00Z,1.8717,59.6788,20.5009
2025-01-01T23:05:00Z,1.8656,59.8583,20.7107
2025-01-01T23:10:00Z,1.9325,59.7272,20.3702
2025-01-01T23:15:00Z,1.8994,59.7747,20.5182
2025-01-01T23:20:00Z,1.8641,59.8521,20.5099
2025-01-01T23:25:00Z,1.9255,59.8994,20.7771
2025-01-01T23:30:00Z,1.8976,59.6255,20.7988
2025-01-01T23:35:00Z,1.9002,60.0144,20.7459
2025-01-01T23:40:00Z,1.9443,59.7898,20.5583
2025-01-01T23:45:00Z,2.0850,59.9092,20.9802
2025-01-01T23:50:00Z,1.9000,60.2693,20.9305
2025-01-01T23:55:00Z,2.0293,59.4991,21.1251
