timestamp,compressor_pressure,pneumatic_panel_pressure,oil_temperature,motor_current
2020-04-18T01:45:00+00:00,8.460333,8.754000,74.212500,5.609583
2020-04-18T01:46:00+00:00,8.542667,8.746667,74.262500,5.637083
2020-04-18T01:47:00+00:00,8.460333,8.752667,74.241667,5.610000
2020-04-18T01:48:00+00:00,8.581333,8.746000,74.187500,5.654583
2020-04-18T01:49:00+00:00,8.510667,8.751667,74.316667,5.614583
2020-04-18T01:50:00+00:00,8.600333,8.745667,74.358333,5.644167
2020-04-18T01:51:00+00:00,8.525333,8.754333,74.304167,5.625000
2020-04-18T01:52:00+00:00,8.625667,8.747333,74.312500,5.636667
2020-04-18T01:53:00+00:00,8.545000,8.755333,74.316667,5.651250
2020-04-18T01:54:00+00:00,8.650667,8.748333,74.287500,5.642083
2020-04-18T01:55:00+00:00,8.584333,8.754000,74.262500,5.629583
2020-04-18T01:56:00+00:00,8.728000,8.748857,74.310714,5.699286
2020-04-18T01:57:00+00:00,8.588667,8.751000,74.383333,5.638333
2020-04-18T01:58:00+00:00,8.702000,8.747667,74.266667,5.672500
2020-04-18T01:59:00+00:00,8.607667,8.751000,74.333333,5.641667
2020-04-18T02:00:00+00:00,8.724000,8.748000,74.358333,5.666667
2020-04-18T02:01:00+00:00,8.641333,8.751000,74.395833,5.655000
2020-04-18T02:02:00+00:00,8.748667,8.747000,74.283333,5.697917
2020-04-18T02:03:00+00:00,8.658333,8.748667,74.345833,5.636667
2020-04-18T02:04:00+00:00,8.765333,8.745333,74.291667,5.674167
2020-04-18T02:05:00+00:00,8.691000,8.748000,74.408333,5.682500
2020-04-18T02:06:00+00:00,8.767000,8.745000,74.312500,5.678750
2020-04-18T02:07:00+00:00,8.690667,8.747333,74.304167,5.650417
2020-04-18T02:08:00+00:00,8.619333,8.745000,74.229167,5.691667
2020-04-18T02:09:00+00:00,8.718667,8.747333,74.387500,5.668750
2020-04-18T02:10:00+00:00,8.801667,8.745000,74.300000,5.688333
2020-04-18T02:11:00+00:00,8.327667,8.747000,74.345833,5.613750
2020-04-18T02:12:00+00:00,8.370333,8.746000,74.225000,5.622500
2020-04-18T02:13:00+00:00,8.223667,8.747667,74.333333,5.568750
2020-04-18T02:14:00+00:00,8.398667,8.746333,74.183333,5.623333
2020-04-18T02:15:00+00:00,8.283333,8.748333,74.220833,5.586667
2020-04-18T02:16:00+00:00,8.446333,8.748667,74.237500,5.611667
2020-04-18T02:17:00+00:00,8.091714,8.749143,74.307143,5.514643
2020-04-18T02:18:00+00:00,8.415333,8.750000,74.241667,5.619583
2020-04-18T02:19:00+00:00,8.440667,8.746333,74.329167,5.631667
2020-04-18T02:20:00+00:00,8.464333,8.751667,74.154167,5.606667
2020-04-18T02:21:00+00:00,8.455333,8.748333,74.237500,5.583750
2020-04-18T02:22:00+00:00,8.488667,8.753000,74.216667,5.615000
2020-04-18T02:23:00+00:00,8.499000,8.750000,74.241667,5.620000
2020-04-18T02:24:00+00:00,8.528000,8.754333,74.200000,5.601667
2020-04-18T02:25:00+00:00,8.516333,8.752333,74.220833,5.640833
2020-04-18T02:26:00+00:00,8.542333,8.757667,74.104167,5.643333
2020-04-18T02:27:00+00:00,8.544333,8.752667,74.170833,5.630833
2020-04-18T02:28:00+00:00,8.573000,8.757333,74.141667,5.625417
2020-04-18T02:29:00+00:00,8.580000,8.752667,74.166667,5.663750
2020-04-18T02:30:00+00:00,8.608000,8.757667,74.087500,5.678333
2020-04-18T02:31:00+00:00,8.607333,8.753333,74.195833,5.651667
2020-04-18T02:32:00+00:00,8.613333,8.758333,74.141667,5.638750
2020-04-18T02:33:00+00:00,8.613667,8.752000,74.195833,5.641667
2020-04-18T02:34:00+00:00,8.644667,8.756333,74.229167,5.659583
2020-04-18T02:35:00+00:00,8.651667,8.750667,74.233333,5.654167
2020-04-18T02:36:00+00:00,8.676333,8.754333,74.170833,5.645417
2020-04-18T02:37:00+00:00,8.701143,8.746000,74.257143,5.666786
2020-04-18T02:38:00+00:00,8.647667,8.755333,74.216667,5.674167
2020-04-18T02:39:00+00:00,8.722333,8.746000,74.325000,5.697917
2020-04-18T02:40:00+00:00,8.686000,8.755000,74.204167,5.681667
2020-04-18T02:41:00+00:00,8.749667,8.746333,74.275000,5.662500
2020-04-18T02:42:00+00:00,8.690667,8.755667,74.166667,5.667500
2020-04-18T02:43:00+00:00,8.750000,8.747000,74.233333,5.672083
2020-04-18T02:44:00+00:00,8.716000,8.756667,74.183333,5.672500
2020-04-18T02:45:00+00:00,8.761000,8.747000,74.195833,5.705417
2020-04-18T02:46:00+00:00,8.687000,8.754667,74.195833,5.685417
2020-04-18T02:47:00+00:00,8.781000,8.745667,74.287500,5.702083
2020-04-18T02:48:00+00:00,8.715667,8.754333,74.225000,5.702917
2020-04-18T02:49:00+00:00,8.374667,8.744667,74.304167,5.622917
2020-04-18T02:50:00+00:00,8.242000,8.752000,74.266667,5.563333
2020-04-18T02:51:00+00:00,8.381667,8.742000,74.312500,5.588333
2020-04-18T02:52:00+00:00,8.256000,8.748667,74.287500,5.545833
2020-04-18T02:53:00+00:00,8.375000,8.737333,74.395833,5.592917
2020-04-18T02:54:00+00:00,8.298000,8.742667,74.370833,5.574167
2020-04-18T02:55:00+00:00,8.431333,8.733667,74.483333,5.624583
2020-04-18T02:56:00+00:00,8.408000,8.738571,74.432143,5.615714
2020-04-18T02:57:00+00:00,8.450000,8.729667,74.408333,5.606667
2020-04-18T02:58:00+00:00,8.373333,8.738333,74.437500,5.536667
2020-04-18T02:59:00+00:00,8.503000,8.731667,74.370833,5.627500
2020-04-18T03:00:00+00:00,8.397667,8.740333,74.337500,5.595833
2020-04-18T03:01:00+00:00,8.508667,8.734333,74.333333,5.622083
2020-04-18T03:02:00+00:00,8.438000,8.742000,74.316667,5.604583
2020-04-18T03:03:00+00:00,8.557333,8.733000,74.250000,5.644583
2020-04-18T03:04:00+00:00,8.449333,8.737000,74.325000,5.618333
2020-04-18T03:05:00+00:00,8.567667,8.732333,74.287500,5.647083
2020-04-18T03:06:00+00:00,8.463000,8.741333,74.262500,5.599583
2020-04-18T03:07:00+00:00,8.575667,8.736333,74.187500,5.602917
2020-04-18T03:08:00+00:00,8.507667,8.744333,74.225000,5.615417
2020-04-18T03:09:00+00:00,8.602000,8.740000,74.195833,5.654583
2020-04-18T03:10:00+00:00,8.519333,8.748333,74.225000,5.603333
2020-04-18T03:11:00+00:00,8.631667,8.742667,74.266667,5.681250
2020-04-18T03:12:00+00:00,8.559000,8.751000,74.212500,5.637083
2020-04-18T03:13:00+00:00,8.652333,8.746000,74.091667,5.650833
2020-04-18T03:14:00+00:00,8.566333,8.754000,74.062500,5.654167
2020-04-18T03:15:00+00:00,8.716571,8.750000,74.092857,5.688571
2020-04-18T03:16:00+00:00,8.584667,8.753667,74.179167,5.632500
2020-04-18T03:17:00+00:00,8.695000,8.751000,74.029167,5.690833
2020-04-18T03:18:00+00:00,8.604333,8.754667,74.095833,5.649583
2020-04-18T03:19:00+00:00,8.708667,8.750667,73.991667,5.674583
2020-04-18T03:20:00+00:00,8.607667,8.754333,74.237500,5.655000
2020-04-18T03:21:00+00:00,8.724000,8.751667,74.158333,5.689583
2020-04-18T03:22:00+00:00,8.639000,8.755000,74.179167,5.682917
2020-04-18T03:23:00+00:00,8.755000,8.752000,74.150000,5.667083
2020-04-18T03:24:00+00:00,8.648667,8.755333,74.141667,5.668750
2020-04-18T03:25:00+00:00,8.761000,8.752000,74.108333,5.717083
2020-04-18T03:26:00+00:00,8.685000,8.754667,74.216667,5.712500
2020-04-18T03:27:00+00:00,8.784333,8.752000,74.120833,5.674583
2020-04-18T03:28:00+00:00,8.683333,8.754667,74.154167,5.636667
2020-04-18T03:29:00+00:00,8.786667,8.754000,74.083333,5.724583
2020-04-18T03:30:00+00:00,8.715333,8.757667,74.137500,5.643750
2020-04-18T03:31:00+00:00,8.794667,8.757667,74.041667,5.753333
2020-04-18T03:32:00+00:00,8.642000,8.761333,74.079167,5.662500
2020-04-18T03:33:00+00:00,8.817000,8.759333,74.070833,5.709167
2020-04-18T03:34:00+00:00,8.131714,8.763714,74.032143,5.616429
2020-04-18T03:35:00+00:00,8.307667,8.762333,73.937500,5.593750
2020-04-18T03:36:00+00:00,8.316667,8.760667,73.987500,5.589583
2020-04-18T03:37:00+00:00,8.328000,8.763667,73.937500,5.575833
2020-04-18T03:38:00+00:00,8.361000,8.760667,74.041667,5.602083
2020-04-18T03:39:00+00:00,8.377333,8.764333,73.800000,5.572500
2020-04-18T03:40:00+00:00,8.364333,8.761667,73.900000,5.594167
2020-04-18T03:41:00+00:00,8.407667,8.764000,73.816667,5.615000
2020-04-18T03:42:00+00:00,8.409000,8.761000,73.983333,5.612083
2020-04-18T03:43:00+00:00,8.408333,8.765000,73.787500,5.586250
2020-04-18T03:44:00+00:00,8.435667,8.761000,73.895833,5.616250
2020-04-18T03:45:00+00:00,8.458333,8.765000,73.770833,5.602500
2020-04-18T03:46:00+00:00,8.476000,8.762000,73.916667,5.578333
2020-04-18T03:47:00+00:00,8.472000,8.766333,73.829167,5.635833
2020-04-18T03:48:00+00:00,8.496000,8.763000,73.825000,5.627500
2020-04-18T03:49:00+00:00,8.519333,8.767667,73.795833,5.690417
2020-04-18T03:50:00+00:00,8.528333,8.763667,73.800000,5.669583
2020-04-18T03:51:00+00:00,8.527000,8.768333,73.766667,5.666667
2020-04-18T03:52:00+00:00,8.539429,8.761429,73.800000,5.644286
2020-04-18T03:53:00+00:00,8.527333,8.770667,73.787500,5.679167
2020-04-18T03:54:00+00:00,8.594000,8.764000,73.750000,5.666667
2020-04-18T03:55:00+00:00,8.534667,8.773333,73.691667,5.628750
2020-04-18T03:56:00+00:00,8.628667,8.764333,73.775000,5.679167
2020-04-18T03:57:00+00:00,8.557333,8.773667,73.629167,5.655000
2020-04-18T03:58:00+00:00,8.631667,8.766000,73.725000,5.672083
2020-04-18T03:59:00+00:00,8.584333,8.771333,73.725000,5.660833
2020-04-18T04:00:00+00:00,8.666000,8.754333,73.670833,5.627083
2020-04-18T04:01:00+00:00,8.600000,8.765000,73.570833,5.659583
2020-04-18T04:02:00+00:00,8.676333,8.758333,73.670833,5.615417
2020-04-18T04:03:00+00:00,8.629667,8.768333,73.554167,5.626667
2020-04-18T04:04:00+00:00,8.686667,8.761000,73.595833,5.665833
2020-04-18T04:05:00+00:00,8.635000,8.772000,73.575000,5.713333
2020-04-18T04:06:00+00:00,8.716333,8.764333,73.645833,5.694167
2020-04-18T04:07:00+00:00,8.651000,8.729333,73.550000,5.665000
2020-04-18T04:08:00+00:00,8.668000,8.690000,73.800000,5.692917
2020-04-18T04:09:00+00:00,8.626000,8.702333,73.575000,5.684583
2020-04-18T04:10:00+00:00,8.741143,8.712286,73.592857,5.683214
2020-04-18T04:11:00+00:00,8.667000,8.749667,73.225000,5.661667
2020-04-18T04:12:00+00:00,8.751667,8.757333,73.408333,5.687917
2020-04-18T04:13:00+00:00,8.716667,8.780333,73.670833,5.678750
2020-04-18T04:14:00+00:00,8.803333,8.784667,73.591667,5.681250
2020-04-18T04:15:00+00:00,8.743333,8.804000,73.366667,5.671667
2020-04-18T04:16:00+00:00,8.820000,8.807000,73.195833,5.669583
2020-04-18T04:17:00+00:00,8.781333,8.821333,73.216667,5.705833
2020-04-18T04:18:00+00:00,8.839333,8.820667,72.887500,5.750833
2020-04-18T04:19:00+00:00,8.706667,8.819000,73.066667,5.706667
2020-04-18T04:20:00+00:00,8.845333,8.809667,73.375000,5.742917
2020-04-18T04:21:00+00:00,8.797000,8.822667,73.416667,5.695000
2020-04-18T04:22:00+00:00,8.453000,8.820000,73.425000,5.608333
2020-04-18T04:23:00+00:00,8.293000,8.831333,73.312500,5.562500
2020-04-18T04:24:00+00:00,8.446333,8.827333,73.316667,5.614167
2020-04-18T04:25:00+00:00,8.343000,8.838000,73.358333,5.616250
2020-04-18T04:26:00+00:00,8.455667,8.832333,73.487500,5.644167
2020-04-18T04:27:00+00:00,8.363000,8.841667,73.554167,5.647083
2020-04-18T04:28:00+00:00,8.503333,8.837333,73.637500,5.604583
2020-04-18T04:29:00+00:00,8.504571,8.846286,73.389286,5.656429
2020-04-18T04:30:00+00:00,8.523000,8.842667,73.550000,5.660417
2020-04-18T04:31:00+00:00,8.425667,8.852333,73.466667,5.613333
2020-04-18T04:32:00+00:00,8.558000,8.842000,73.645833,5.626250
2020-04-18T04:33:00+00:00,8.432667,8.816000,73.275000,5.625000
2020-04-18T04:34:00+00:00,8.569000,8.816000,73.000000,5.623750
2020-04-18T04:35:00+00:00,8.486333,8.824000,72.870833,5.642917
2020-04-18T04:36:00+00:00,8.623333,8.827667,73.204167,5.652083
2020-04-18T04:37:00+00:00,8.502333,8.836667,73.337500,5.625833
2020-04-18T04:38:00+00:00,8.628667,8.829000,73.187500,5.691667
2020-04-18T04:39:00+00:00,8.535333,8.816667,73.429167,5.651250
2020-04-18T04:40:00+00:00,8.661333,8.832000,73.404167,5.675833
2020-04-18T04:41:00+00:00,8.575667,8.848667,73.408333,5.693333
2020-04-18T04:42:00+00:00,8.699667,8.855333,73.491667,5.683333
2020-04-18T04:43:00+00:00,8.604000,8.851667,73.454167,5.695417
2020-04-18T04:44:00+00:00,8.724333,8.854667,73.391667,5.763750
2020-04-18T04:45:00+00:00,8.632667,8.866333,73.641667,5.755000
2020-04-18T04:46:00+00:00,8.765333,8.871000,73.558333,5.710417
2020-04-18T04:47:00+00:00,8.734000,8.884571,73.739286,5.755000
2020-04-18T04:48:00+00:00,8.797667,8.890333,73.391667,5.706250
2020-04-18T04:49:00+00:00,8.687000,8.896667,73.425000,5.695417
2020-04-18T04:50:00+00:00,8.831333,8.903000,73.400000,5.747083
2020-04-18T04:51:00+00:00,8.716667,8.905667,73.320833,5.716667
2020-04-18T04:52:00+00:00,8.855667,8.912333,73.479167,5.743750
2020-04-18T04:53:00+00:00,8.751000,8.914000,73.616667,5.718750
2020-04-18T04:54:00+00:00,8.891333,8.918667,73.566667,5.737917
2020-04-18T04:55:00+00:00,8.783333,8.918333,73.654167,5.710833
2020-04-18T04:56:00+00:00,8.912000,8.921333,73.562500,5.759167
2020-04-18T04:57:00+00:00,8.810667,8.921667,73.700000,5.747500
2020-04-18T04:58:00+00:00,8.916000,8.925333,73.570833,5.755000
2020-04-18T04:59:00+00:00,8.810667,8.924333,73.679167,5.735833
2020-04-18T05:00:00+00:00,8.938333,8.925667,73.616667,5.775417
2020-04-18T05:01:00+00:00,8.836000,8.924333,73.887500,5.758750
2020-04-18T05:02:00+00:00,8.588333,8.922667,73.612500,5.721250
2020-04-18T05:03:00+00:00,8.841333,8.906333,73.554167,5.705417
2020-04-18T05:04:00+00:00,8.561667,8.911667,73.316667,5.734583
2020-04-18T05:05:00+00:00,8.404667,8.910667,73.666667,5.623750
2020-04-18T05:06:00+00:00,8.459333,8.914333,73.262500,5.661667
2020-04-18T05:07:00+00:00,8.436571,8.881429,73.400000,5.677143
2020-04-18T05:08:00+00:00,8.365667,8.834667,73.408333,5.645000
2020-04-18T05:09:00+00:00,8.475333,8.836000,73.029167,5.605417
2020-04-18T05:10:00+00:00,8.404667,8.808000,73.254167,5.656250
2020-04-18T05:11:00+00:00,8.481333,8.757000,73.554167,5.637083
2020-04-18T05:12:00+00:00,8.375333,8.758333,73.116667,5.590833
2020-04-18T05:13:00+00:00,8.475667,8.752333,72.687500,5.646667
2020-04-18T05:14:00+00:00,8.419667,8.760333,72.779167,5.623750
2020-04-18T05:15:00+00:00,8.524000,8.752333,72.991667,5.653333
2020-04-18T05:16:00+00:00,8.463000,8.763333,73.045833,5.616250
2020-04-18T05:17:00+00:00,8.531000,8.766667,73.058333,5.666250
2020-04-18T05:18:00+00:00,8.453667,8.759667,72.975000,5.650417
2020-04-18T05:19:00+00:00,8.572000,8.773000,72.950000,5.675000
2020-04-18T05:20:00+00:00,8.525333,8.795667,72.883333,5.646250
2020-04-18T05:21:00+00:00,8.621333,8.784333,72.912500,5.612500
2020-04-18T05:22:00+00:00,8.502000,8.759667,73.008333,5.620417
2020-04-18T05:23:00+00:00,8.601667,8.771333,72.750000,5.639583
2020-04-18T05:24:00+00:00,8.564333,8.791667,72.991667,5.640833
2020-04-18T05:25:00+00:00,8.653000,8.796000,72.937500,5.652083
2020-04-18T05:26:00+00:00,8.643429,8.814000,72.342857,5.689286
2020-04-18T05:27:00+00:00,8.688000,8.814667,72.783333,5.682917
2020-04-18T05:28:00+00:00,8.620667,8.824333,72.733333,5.688750
2020-04-18T05:29:00+00:00,8.721667,8.821000,73.150000,5.685417
2020-04-18T05:30:00+00:00,8.642000,8.832333,72.866667,5.690833
2020-04-18T05:31:00+00:00,8.731667,8.830667,72.741667,5.696667
2020-04-18T05:32:00+00:00,8.677000,8.837000,72.591667,5.673750
2020-04-18T05:33:00+00:00,8.777667,8.831333,72.687500,5.732500
2020-04-18T05:34:00+00:00,8.703667,8.822000,73.025000,5.690000
2020-04-18T05:35:00+00:00,8.770000,8.821000,73.062500,5.710833
2020-04-18T05:36:00+00:00,8.714333,8.842667,72.483333,5.706667
2020-04-18T05:37:00+00:00,8.804000,8.841667,73.129167,5.717500
2020-04-18T05:38:00+00:00,8.746333,8.854000,73.091667,5.768333
2020-04-18T05:39:00+00:00,8.837000,8.842000,73.466667,5.747500
2020-04-18T05:40:00+00:00,8.760000,8.853333,72.904167,5.765000
2020-04-18T05:41:00+00:00,8.840000,8.850333,72.604167,5.710833
2020-04-18T05:42:00+00:00,8.793667,8.860000,72.854167,5.715417
2020-04-18T05:43:00+00:00,8.857000,8.856000,72.795833,5.703750
2020-04-18T05:44:00+00:00,8.797667,8.864333,72.708333,5.721250
2020-04-18T05:45:00+00:00,8.891143,8.858571,72.396429,5.711786
2020-04-18T05:46:00+00:00,8.798000,8.866333,72.229167,5.714167
2020-04-18T05:47:00+00:00,8.631000,8.860333,72.470833,5.722500
2020-04-18T05:48:00+00:00,8.836333,8.867333,72.729167,5.688333
2020-04-18T05:49:00+00:00,8.672000,8.866667,73.033333,5.720000
2020-04-18T05:50:00+00:00,8.399667,8.876333,72.650000,5.635833
2020-04-18T05:51:00+00:00,8.478333,8.868333,72.341667,5.652917
2020-04-18T05:52:00+00:00,8.356333,8.874333,72.408333,5.641667
2020-04-18T05:53:00+00:00,8.480333,8.861667,72.229167,5.620000
2020-04-18T05:54:00+00:00,8.231333,8.667667,72.233333,5.575833
2020-04-18T05:55:00+00:00,8.373667,8.651000,72.220833,5.626667
2020-04-18T05:56:00+00:00,8.269667,8.694000,71.745833,5.629583
2020-04-18T05:57:00+00:00,8.447000,8.720000,71.991667,5.611250
2020-04-18T05:58:00+00:00,8.338000,8.747333,72.112500,5.619167
2020-04-18T05:59:00+00:00,8.467333,8.720667,72.295833,5.622917
2020-04-18T06:00:00+00:00,7.875000,8.095333,72.137500,5.571667
2020-04-18T06:01:00+00:00,8.123000,8.223667,72.275000,5.550000
2020-04-18T06:02:00+00:00,8.124000,8.337333,71.966667,5.587917
2020-04-18T06:03:00+00:00,8.302667,8.426333,72.041667,5.574167
2020-04-18T06:04:00+00:00,8.313429,8.509429,72.000000,5.631786
2020-04-18T06:05:00+00:00,8.445667,8.569333,71.941667,5.632917
2020-04-18T06:06:00+00:00,8.353333,8.615333,72.112500,5.607083
2020-04-18T06:07:00+00:00,8.517000,8.656667,72.166667,5.602083
2020-04-18T06:08:00+00:00,8.445000,8.690333,72.341667,5.645000
2020-04-18T06:09:00+00:00,8.617000,8.720333,72.191667,5.708750
2020-04-18T06:10:00+00:00,8.497667,8.741333,72.745833,5.671250
2020-04-18T06:11:00+00:00,8.646667,8.751667,72.950000,5.706250
2020-04-18T06:12:00+00:00,8.529333,8.767333,72.958333,5.629167
2020-04-18T06:13:00+00:00,8.672667,8.782667,72.591667,5.673750
2020-04-18T06:14:00+00:00,8.568667,8.777333,72.016667,5.646250
2020-04-18T06:15:00+00:00,8.643000,8.715333,72.204167,5.681250
2020-04-18T06:16:00+00:00,8.537333,8.712000,72.433333,5.637500
2020-04-18T06:17:00+00:00,8.693333,8.740333,72.137500,5.673750
2020-04-18T06:18:00+00:00,8.586333,8.743000,72.562500,5.621250
2020-04-18T06:19:00+00:00,8.708333,8.716333,72.229167,5.721667
2020-04-18T06:20:00+00:00,8.601000,8.725000,72.566667,5.649583
2020-04-18T06:21:00+00:00,8.729000,8.750000,73.387500,5.704583
2020-04-18T06:22:00+00:00,8.529429,8.769714,73.110714,5.604643
2020-04-18T06:23:00+00:00,8.744667,8.786333,72.437500,5.704583
2020-04-18T06:24:00+00:00,8.709667,8.721333,72.104167,5.710833
2020-04-18T06:25:00+00:00,8.687667,8.713667,72.350000,5.697083
2020-04-18T06:26:00+00:00,8.721667,8.734667,72.270833,5.694167
2020-04-18T06:27:00+00:00,8.734333,8.732667,72.412500,5.690000
2020-04-18T06:28:00+00:00,8.713000,8.711333,72.504167,5.652500
2020-04-18T06:29:00+00:00,8.595333,8.545667,72.116667,5.639167
2020-04-18T06:30:00+00:00,8.403667,8.330333,72.845833,5.610833
2020-04-18T06:31:00+00:00,8.403333,8.344000,72.725000,5.634167
2020-04-18T06:32:00+00:00,8.486667,8.416000,72.641667,5.654167
2020-04-18T06:33:00+00:00,8.075333,8.504333,72.362500,5.568333
2020-04-18T06:34:00+00:00,8.558333,8.554667,73.133333,5.725000
2020-04-18T06:35:00+00:00,8.006000,8.418667,72.616667,5.517083
2020-04-18T06:36:00+00:00,8.084667,8.414000,72.237500,5.547500
2020-04-18T06:37:00+00:00,8.097667,8.508000,72.075000,5.536667
2020-04-18T06:38:00+00:00,8.238333,8.566000,72.058333,5.582083
2020-04-18T06:39:00+00:00,8.227000,8.627667,72.304167,5.570417
2020-04-18T06:40:00+00:00,8.380333,8.666333,72.425000,5.625000
2020-04-18T06:41:00+00:00,8.386286,8.713429,72.464286,5.593929
2020-04-18T06:42:00+00:00,8.450333,8.742000,72.608333,5.630417
2020-04-18T06:43:00+00:00,8.381000,8.776667,72.104167,5.703750
2020-04-18T06:44:00+00:00,8.526000,8.794000,72.458333,5.614583
2020-04-18T06:45:00+00:00,8.474667,8.824000,72.587500,5.636250
2020-04-18T06:46:00+00:00,8.566667,8.825333,72.304167,5.677083
2020-04-18T06:47:00+00:00,8.486000,8.844333,72.650000,5.652917
2020-04-18T06:48:00+00:00,8.610667,8.848333,72.495833,5.653333
2020-04-18T06:49:00+00:00,8.539000,8.867000,72.108333,5.652083
2020-04-18T06:50:00+00:00,8.670333,8.870000,72.458333,5.685417
2020-04-18T06:51:00+00:00,8.579000,8.889333,72.329167,5.670833
2020-04-18T06:52:00+00:00,8.678333,8.875667,73.108333,5.699583
2020-04-18T06:53:00+00:00,8.601333,8.872667,72.362500,5.686667
2020-04-18T06:54:00+00:00,8.710333,8.874333,72.337500,5.665833
2020-04-18T06:55:00+00:00,8.619333,8.884667,72.429167,5.639583
2020-04-18T06:56:00+00:00,8.714667,8.881667,72.995833,5.765000
2020-04-18T06:57:00+00:00,8.664000,8.897333,72.650000,5.732500
2020-04-18T06:58:00+00:00,8.764000,8.889667,72.591667,5.720000
2020-04-18T06:59:00+00:00,8.759714,8.901143,72.582143,5.730000
