timestamp,vibration,bearing_temperature,outlet_pressure
2025-01-01T11:25:00Z,2.1525,58.4315,5.8074
2025-01-01T11:30:00Z,2.1415,58.8305,5.7626
2025-01-01T11:35:00Z,2.1504,59.0352,5.7414
2025-01-01T11:40:00Z,2.0962,58.8955,5.8249
2025-01-01T11:45:00Z,2.0876,58.6915,5.8556
2025-01-01T11:50:00Z,2.1715,58.7052,5.7382
2025-01-01T11:55:00Z,2.0896,58.7052,5.7477
2025-01-01T12:00:00Z,2.1020,58.5798,5.7740
2025-01-01T12:05:00Z,2.1963,58.5137,5.7996
2025-01-01T12:10:00Z,2.1227,58.6533,5.8418
2025-01-01T12:15:00Z,2.1908,58.4843,5.7650
2025-01-01T12:20:00Z,2.3184,58.5706,5.7894
2025-01-01T12:25:00Z,2.1934,58.4076,5.7811
2025-01-01T12:30:00Z,2.1191,58.4408,5.8522
2025-01-01T12:35:00Z,2.1752,58.5707,5.8113
2025-01-01T12:40:00Z,2.2633,58.2338,5.8684
2025-01-01T12:45:00Z,2.1578,58.2204,5.8487
2025-01-01T12:50:00Z,2.1012,58.3345,5.8068
2025-01-01T12:55:00Z,2.2822,58.6480,5.8537
2025-01-01T13:00:00Z,2.3480,58.5397,5.8140
2025-01-01T13:05:00Z,2.2837,58.5792,5.8469
2025-01-01T13:10:00Z,2.2935,58.7060,5.8857
2025-01-01T13:15:00Z,2.2320,58.6326,5.8688
2025-01-01T13:20:00Z,2.3462,58.7644,5.8747
2025-01-01T13:25:00Z,2.2208,58.2657,5.8932
2025-01-01T13:30:00Z,2.2731,58.1329,5.8371
2025-01-01T13:35:00Z,2.2602,58.4335,5.9351
2025-01-01T13:40:00Z,2.3232,58.1142,5.9085
2025-01-01T13:45:00Z,2.2313,58.3135,5.8617
2025-01-01T13:50:00Z,2.2202,58.6114,5.8714
2025-01-01T13:55:00Z,2.2844,58.2878,5.9181
2025-01-01T14:00:00Z,2.2894,58.1298,5.9340
2025-01-01T14:05:00Z,2.2883,58.2604,5.9389
2025-01-01T14:10:00Z,2.2468,58.1508,5.9947
2025-01-01T14:15:00Z,2.2440,58.1947,5.9333
2025-01-01T14:20:00Z,2.2133,57.8365,5.9482
2025-01-01T14:25:00Z,2.1418,57.8081,5.9335
2025-01-01T14:30:00Z,2.2064,57.9719,5.9413
2025-01-01T14:35:00Z,2.2271,58.0397,5.9557
2025-01-01T14:40:00Z,2.2318,58.2344,5.9045
2025-01-01T14:45:00Z,2.0892,57.7724,5.9612
2025-01-01T14:50:00Z,2.1474,57.7193,5.8316
2025-01-01T14:55:00Z,2.1607,58.3474,5.8588
2025-01-01T15:00:00Z,2.1966,57.9668,5.9608
2025-01-01T15:05:00Z,2.1041,57.6336,5.9027
2025-01-01T15:10:00Z,2.0844,57.8222,5.9442
2025-01-01T15:15:00Z,2.1117,57.8078,5.9490
2025-01-01T15:20:00Z,2.0669,57.6490,5.9325
2025-01-01T15:25:00Z,2.1368,58.0799,5.9011
2025-01-01T15:30:00Z,2.0475,57.8082,5.9411
2025-01-01T15:35:00Z,2.0797,57.2262,5.8865
2025-01-01T15:40:00Z,2.1271,57.6239,5.9091
2025-01-01T15:45:00Z,2.0472,57.5445,5.9265
2025-01-01T15:50:00Z,1.9894,57.2627,5.8835
2025-01-01T15:55:00Z,2.0601,57.4559,5.9563
2025-01-01T16:00:00Z,2.0203,57.0853,5.9139
2025-01-01T16:05:00Z,2.0220,57.4137,5.9325
2025-01-01T16:10:00Z,1.9393,57.2266,5.9012
2025-01-01T16:15:00Z,2.0653,57.2949,5.8885
2025-01-01T16:20:00Z,2.0224,57.3955,5.9194
2025-01-01T16:25:00Z,2.0175,57.2838,5.8797
2025-01-01T16:30:00Z,2.0783,57.7176,5.8875
2025-01-01T16:35:00Z,2.1234,56.9438,5.9214
2025-01-01T16:40:00Z,1.9903,57.1202,5.9046
2025-01-01T16:45:00Z,1.9979,57.3481,5.8737
2025-01-01T16:50:00Z,2.0312,57.3787,5.9085
2025-01-01T16:55:00Z,2.0806,57.2350,5.8656
2025-01-01T17:00:00Z,2.0004,57.0756,5.7950
2025-01-01T17:05:00Z,2.1329,57.1107,5.8232
2025-01-01T17:10:00Z,2.0347,56.9924,5.8180
2025-01-01T17:15:00Z,2.0495,56.9283,5.8803
2025-01-01T17:20:00Z,2.0851,57.0689,5.8350
2025-01-01T17:25:00Z,2.0556,56.5430,5.7862
2025-01-01T17:30:00Z,2.2099,56.6487,5.8302
2025-01-01T17:35:00Z,2.0784,57.1196,5.8743
2025-01-01T17:40:00Z,2.0841,56.9574,5.8154
2025-01-01T17:45:00Z,2.0547,57.0291,5.7853
2025-01-01T17:50:00Z,2.1124,56.5457,5.7850
2025-01-01T17:55:00Z,2.1515,56.6713,5.7991
2025-01-01T18:00:00Z,4.0895,56.9365,4.4911
2025-01-01T18:05:00Z,4.2106,56.5998,4.4249
2025-01-01T18:10:00Z,4.2642,56.8073,4.4905
2025-01-01T18:15:00Z,4.3340,56.5690,4.4398
2025-01-01T18:20:00Z,4.4204,56.2840,4.4151
2025-01-01T18:25:00Z,4.4477,56.4140,4.4136
2025-01-01T18:30:00Z,4.4659,56.4160,4.3660
2025-01-01T18:35:00Z,4.5227,56.4799,4.3095
2025-01-01T18:40:00Z,4.6090,56.5822,4.2699
2025-01-01T18:45:00Z,4.5971,56.5996,4.1946
2025-01-01T18:50:00Z,4.6991,56.4556,4.1922
2025-01-01T18:55:00Z,4.7479,56.2727,4.1851
2025-01-01T19:00:00Z,4.7176,56.4593,4.1409
2025-01-01T19:05:00Z,4.7765,56.4417,4.1120
2025-01-01T19:10:00Z,4.8952,56.5594,4.0750
2025-01-01T19:15:00Z,5.0216,56.1927,4.1057
2025-01-01T19:20:00Z,4.8985,56.2923,4.0535
2025-01-01T19:25:00Z,4.9620,56.3561,4.0503
2025-01-01T19:30:00Z,5.1135,56.4039,4.0452
2025-01-01T19:35:00Z,5.0268,55.9451,3.9837
2025-01-01T19:40:00Z,5.1281,56.0461,4.0228
2025-01-01T19:45:00Z,5.1619,56.4987,3.9197
2025-01-01T19:50:00Z,5.2512,56.1894,3.9981
2025-01-01T19:55:00Z,5.3263,56.5884,3.8995
2025-01-01T20:00:00Z,2.3111,56.1443,5.7347
2025-01-01T20:05:00Z,2.2715,56.0827,5.6855
2025-01-01T20:10:00Z,2.2595,56.3611,5.7602
2025-01-01T20:15:00Z,2.1969,56.3054,5.6543
2025-01-01T20:20:00Z,2.1666,56.0812,5.6649
2025-01-01T20:25:00Z,2.2261,56.2820,5.6118
2025-01-01T20:30:00Z,2.1851,56.1188,5.6953
2025-01-01T20:35:00Z,2.1433,55.7563,5.6178
2025-01-01T20:40:00Z,2.1198,56.1972,5.7009
2025-01-01T20:45:00Z,2.1607,56.1134,5.6950
2025-01-01T20:50:00Z,2.2260,55.7001,5.6690
2025-01-01T20:55:00Z,2.2274,55.7815,5.6865
2025-01-01T21:00:00Z,2.1926,56.1524,5.7144
2025-01-01T21:05:00Z,2.0515,55.9430,5.7337
2025-01-01T21:10:00Z,2.1324,55.9959,5.7207
2025-01-01T21:15:00Z,2.1208,55.9834,5.6071
2025-01-01T21:20:00Z,2.0510,56.1485,5.6667
2025-01-01T21:25:00Z,2.0544,55.8728,5.7063
2025-01-01T21:30:00Z,2.0970,56.0482,5.7117
2025-01-01T21:35:00Z,2.0699,56.2549,5.6392
2025-01-01T21:40:00Z,1.9674,56.1363,5.6384
2025-01-01T21:45:00Z,2.0987,55.9820,5.7457
2025-01-01T21:50:00Z,2.0927,56.0579,5.7311
2025-01-01T21:55:00Z,1.9684,56.2727,5.6987
2025-01-01T22:00:00Z,2.0835,55.7738,5.6714
2025-01-01T22:05:00Z,1.9661,55.9458,5.7353
2025-01-01T22:10:00Z,1.9743,56.0133,5.7297
2025-01-01T22:15:00Z,1.9586,56.1115,5.7036
2025-01-01T22:20:00Z,1.9673,56.2372,5.6971
2025-01-01T22:25:00Z,2.0357,55.9249,5.7436
2025-01-01T22:30:00Z,2.0138,55.9904,5.6899
2025-01-01T22:35:00Z,1.9912,56.0538,5.7045
2025-01-01T22:40:00Z,1.9518,55.5502,5.6933
2025-01-01T22:45:00Z,2.1168,56.1590,5.7409
2025-01-01T22:50:00Z,2.0330,56.0867,5.7594
2025-01-01T22:55:00Z,2.0564,55.8940,5.7266
2025-01-01T23:00:00Z,1.9684,56.0665,5.7811
2025-01-01T23:05:00Z,2.0881,55.9988,5.7959
2025-01-01T23:10:00Z,2.0577,56.3252,5.6845
2025-01-01T23:15:00Z,2.0659,56.0561,5.7461
2025-01-01T23:20:00Z,2.0786,55.9445,5.8024
2025-01-01T23:25:00Z,2.0297,56.4601,5.7965
2025-01-01T23:30:00Z,2.0738,56.0438,5.7772
2025-01-01T23:35:00Z,2.1435,56.4216,5.7774
2025-01-01T23:40:00Z,2.1127,56.2024,5.7574
2025-01-01T23:45:00Z,2.1289,56.3790,5.7863
2025-01-01T23:50:00Z,2.1267,55.9387,5.7938
2025-01-01T23:55:00Z,2.1725,56.0698,5.7796
